24

10 30
8 5
110 0 v
0 83 s
18 11 c
139 14 w
142 87 f
125 97 u
147 85 m
42 79 s
109 74 h
149 88 r
117 3 g
55 102 b
66 18 z
61 8 f
146 101 f
13 64 x
87 8 f
62 91 w
138 52 k
7 49 u
69 96 q
83 68 l
75 71 j
63 16 m
2 30 v
29 36 x
28 90 h
118 66 y
52 92 o
31 63 e
83 44 o
123 147 v
83 104 w
10 99 v
45 15 f
21 93 y
33 58 h
45 109 v
99 24 o
46 57 t
10 148 s
74 1 y
76 119 e
127 90 h
1 13 w
25 145 y
132 37 e
104 89 a
41 67 t
54 133 v
58 2 w
141 128 q
146 117 o
135 69 e
45 141 r
32 46 k
124 118 h
116 104 k
142 127 f
84 135 e
91 124 t
48 33 g
30 85 t
7 126 l
64 113 g
96 27 n
127 131 f
34 48 y
135 100 s
7 15 i
23 119 n
93 121 e
146 72 f
48 137 a
49 45 j
131 61 f
101 117 q
65 106 d
33 123 h
132 3 i
66 92 i
6 38 r
48 55 m
104 5 o
143 120 k
77 56 v
77 84 v
140 87 h
85 77 z
129 130 i
96 40 i
66 51 t
87 61 f
124 66 w
94 16 i
8 50 f
136 23 x
100 46 d
131 50 f
19 35 o
91 138 s
65 114 x
84 94 d
72 122 j
70 120 z
18 98 j
105 148 m

150 300
62 25
149 36 n
114 14 n
88 15 n
42 72 n
110 125 n
50 110 n
118 56 n
139 63 n
75 113 n
99 8 n
130 144 n
117 124 n
30 145 n
79 113 n
109 32 z
44 77 n
0 91 n
116 149 n
28 11 n
67 124 n
4 131 n
40 120 n
69 49 n
125 40 n
62 98 z
141 19 n
97 50 n
28 102 n
91 56 n
123 12 n
94 139 n
148 65 n
64 94 n
9 28 n
60 114 n
118 26 n
117 127 n
43 2 n
62 27 n
65 32 y
42 40 n
96 82 s
40 143 n
54 148 n
6 87 n
54 89 e
123 119 n
16 25 n
95 77 n
103 3 n
50 71 n
78 70 n
122 89 t
80 79 n
31 56 n
149 129 n
53 2 n
119 75 n
118 0 n
68 141 n
76 103 n
83 80 n
11 131 n
102 64 n
101 36 n
61 9 n
112 86 n
102 4 n
117 67 n
107 30 n
90 83 n
140 139 n
19 38 n
89 96 e
72 136 n
139 44 n
131 64 n
70 97 n
22 76 n
140 63 n
87 88 n
58 118 n
29 81 n
32 51 n
47 121 n
61 28 n
110 85 n
69 128 n
131 94 n
4 132 n
26 33 n
73 55 n
86 24 n
55 90 n
136 92 n
79 75 n
130 20 n
38 5 n
15 108 n
110 146 n
142 105 n
47 24 n
87 2 n
66 108 n
94 95 n
18 136 n
22 37 n
114 104 n
48 22 n
11 140 n
145 84 n
106 60 n
62 82 n
129 101 n
2 15 n
141 135 n
102 11 n
34 106 n
75 21 n
133 148 e
84 24 n
90 12 n
138 92 n
120 143 n
3 9 n
115 111 n
31 118 n
130 74 n
70 52 n
8 114 n
26 23 n
23 38 n
79 74 n
38 67 n
62 122 d
7 115 n
139 95 n
46 45 n
41 25 n
17 55 n
110 93 n
63 34 n
116 101 n
11 132 n
70 39 n
61 4 n
76 3 n
106 114 n
91 68 n
57 22 n
112 105 n
18 92 n
99 34 n
99 106 n
118 91 n
94 63 n
147 5 n
46 61 n
65 29 f
93 42 n
85 146 n
137 112 n
2 66 n
3 28 n
15 73 n
32 35 n
124 5 n
119 113 n
136 137 n
35 70 n
77 60 n
31 0 n
39 52 n
71 85 n
81 52 n
1 49 n
59 76 n
4 11 n
122 133 o
8 60 n
89 82 b
72 138 n
95 44 n
127 149 n
109 10 m
105 24 n
63 99 n
134 110 n
83 119 n
148 32 c
126 33 n
107 142 n
24 58 n
16 14 n
127 116 n
57 48 n
111 123 n
54 96 c
80 119 n
24 118 n
80 123 n
115 90 n
114 13 n
39 71 n
64 100 n
101 53 n
21 74 n
77 13 n
140 94 n
98 54 z
2 7 n
6 66 n
8 41 n
58 0 n
81 97 n
34 114 n
60 16 n
145 121 n
92 142 n
121 31 n
112 145 n
84 47 n
5 116 n
75 1 n
3 46 n
112 142 n
86 31 n
111 90 n
33 38 n
71 93 n
101 43 n
149 6 n
55 123 n
24 121 n
13 14 n
7 17 n
95 99 n
53 88 n
67 147 n
86 84 n
1 144 n
34 8 n
63 77 n
130 1 n
143 18 n
22 3 n
92 112 n
29 35 n
27 98 e
74 128 n
51 35 n
56 68 n
21 130 n
104 16 n
98 89 r
0 126 n
52 50 n
94 99 n
101 88 n
130 69 n
82 109 n
65 109 n
132 131 n
145 47 n
144 57 n
127 43 n
44 8 n
32 78 n
138 107 n
105 86 n
108 7 n
74 20 n
38 117 n
143 92 n
89 133 o
128 48 n
88 66 n
84 121 n
124 149 n
49 48 n
34 77 n
60 13 n
8 77 n
29 51 n
29 39 n
131 100 n
97 134 n
55 111 n
42 120 n
120 138 n
9 4 n
1 20 n
5 127 n
60 41 n
46 9 n
90 80 n
22 59 n
111 119 n
28 4 n
83 123 n

180 300
118 87
126 88 f
116 143 f
81 109 f
70 138 f
106 27 f
172 1 f
121 60 f
120 35 f
148 155 e
37 173 f
80 175 f
80 13 f
89 129 f
46 36 f
42 76 f
11 26 f
118 148 f
94 96 f
146 171 f
144 137 f
73 25 f
42 113 f
161 47 f
179 146 f
80 61 f
93 169 r
148 93 q
66 78 f
122 14 f
152 43 f
23 21 f
159 47 f
156 41 f
155 130 f
0 86 f
57 30 f
85 32 f
26 78 f
129 80 f
162 109 f
28 108 f
38 16 f
164 77 f
116 36 f
150 24 f
44 42 f
145 25 f
149 3 f
53 128 f
142 122 f
12 159 f
77 127 f
28 91 f
54 105 f
81 52 f
56 166 f
146 135 f
75 115 f
59 47 f
143 42 f
66 88 f
73 145 f
118 112 v
173 115 f
115 163 f
20 74 f
172 98 f
16 95 f
168 75 f
141 174 f
25 56 f
134 111 f
114 175 f
49 14 f
150 7 f
139 179 f
25 97 f
104 103 f
41 104 f
142 30 f
102 96 f
147 69 f
75 128 f
161 160 f
177 71 f
59 160 f
118 93 f
127 4 f
110 29 f
106 99 f
104 149 f
71 162 f
177 109 f
111 158 f
131 142 f
36 178 f
98 52 f
1 28 f
109 1 f
100 126 f
14 25 f
70 117 f
101 135 f
4 120 f
62 107 f
63 62 f
125 112 s
67 134 f
43 51 f
100 132 f
70 55 f
1 108 f
2 66 f
64 117 f
116 154 f
36 44 f
179 171 f
74 131 f
48 143 f
9 56 f
117 100 f
164 51 f
47 54 f
174 46 f
48 46 f
139 178 f
135 20 f
62 59 f
160 105 f
109 98 f
84 158 f
24 138 f
143 139 f
64 39 f
150 68 f
76 123 f
86 132 f
10 80 f
126 66 f
162 1 f
16 173 f
88 26 f
2 88 f
21 48 f
12 62 f
132 153 f
97 156 f
62 161 f
175 157 f
86 90 f
145 9 f
95 115 f
171 123 f
124 32 f
18 65 f
174 48 f
65 71 f
139 146 f
103 151 f
66 26 f
55 117 f
58 124 f
35 136 f
108 22 f
141 19 f
173 5 f
35 83 f
106 144 f
50 144 f
154 44 f
103 3 f
50 106 f
43 127 f
177 162 f
158 29 f
118 155 l
142 34 f
122 34 f
141 23 f
130 96 f
70 64 f
102 112 b
111 84 f
57 131 f
31 177 f
178 76 f
54 141 f
83 31 f
56 156 f
40 102 f
18 35 f
22 6 f
45 133 f
29 119 f
57 142 f
137 168 f
13 12 f
45 18 f
78 134 f
12 63 f
103 150 f
5 152 f
88 67 f
110 17 f
86 11 f
61 114 f
138 0 f
0 39 f
68 7 f
24 70 f
11 66 f
159 59 f
3 151 f
171 165 f
64 0 f
92 8 f
96 106 f
65 31 f
118 125 g
140 110 f
22 10 f
15 81 f
55 64 f
66 153 f
5 147 f
26 67 f
41 150 f
112 50 s
97 166 f
152 77 f
10 114 f
31 15 f
55 0 f
170 87 f
84 170 f
143 44 f
149 150 f
138 55 f
16 37 f
83 65 f
169 40 f
84 29 f
39 90 f
132 66 f
133 79 f
135 58 f
25 9 f
115 147 f
52 28 f
22 129 f
92 119 f
100 2 f
165 135 f
47 19 f
144 53 f
29 17 f
69 164 f
124 57 f
151 167 f
134 140 f
127 51 f
23 116 f
76 171 f
125 102 i
119 60 f
170 121 f
130 94 f
77 43 f
128 38 f
34 73 f
168 72 f
127 45 f
115 176 f
18 83 f
88 82 f
6 80 f
123 20 f
109 172 f
75 37 f
107 59 f
114 33 f
96 50 f
38 37 f
84 92 f
94 144 f
91 6 f
113 76 f
123 101 f
178 179 f
151 7 f
165 101 f
76 179 f
28 89 f
1 98 f
6 129 f
38 95 f
101 85 f
131 49 f
97 104 f
117 86 f

200 300
112 1
187 178 o
184 23 o
136 58 o
172 125 o
82 188 o
184 92 o
48 12 o
178 7 o
168 164 o
37 84 o
145 63 o
79 83 o
166 148 o
186 82 o
31 72 o
164 13 o
29 110 o
18 35 o
127 49 o
8 74 o
113 136 o
66 109 o
61 66 o
131 189 o
15 199 o
90 181 o
162 151 o
141 42 o
181 113 o
76 63 o
121 132 o
13 57 o
166 25 o
179 161 o
97 186 o
14 156 o
170 115 o
46 100 o
66 197 o
159 120 o
19 197 o
121 72 o
164 111 o
116 184 o
78 138 o
65 166 o
139 43 o
146 107 o
87 14 o
138 128 o
154 31 o
26 126 o
113 198 o
33 1 o
73 180 o
27 41 o
171 121 o
71 190 o
43 28 o
112 99 o
198 163 o
109 5 o
183 141 o
61 119 o
84 120 o
117 38 o
91 2 o
131 22 o
48 71 o
124 184 o
98 137 o
174 98 o
29 165 o
138 125 o
158 70 o
25 36 o
161 139 o
101 36 o
190 196 o
7 175 o
81 80 o
150 53 o
56 172 o
79 29 o
179 139 o
192 73 o
176 0 o
106 135 o
10 52 o
118 168 o
37 18 o
181 16 o
167 95 o
135 75 o
140 107 o
174 70 o
5 176 o
151 32 o
35 106 o
142 103 o
129 66 o
177 157 o
107 166 o
148 101 o
86 74 o
61 167 o
132 131 o
155 64 o
79 69 o
136 198 o
16 113 o
90 92 o
10 127 o
92 67 o
133 108 o
22 61 o
95 183 o
68 71 o
37 3 o
52 187 o
117 87 o
166 150 o
148 173 o
103 33 o
143 161 o
192 191 o
7 86 o
174 55 o
171 132 o
15 37 o
152 54 o
199 156 o
144 192 o
90 46 o
119 167 o
97 2 o
175 86 o
18 20 o
78 56 o
134 85 o
172 155 o
3 153 o
130 178 o
181 100 o
128 125 o
146 123 o
93 17 o
65 194 o
169 188 o
20 27 o
119 197 o
66 167 o
36 89 o
102 94 o
57 195 o
16 59 o
70 182 o
76 162 o
72 132 o
46 30 o
192 116 o
2 78 o
56 188 o
42 54 o
22 19 o
169 56 o
151 79 o
182 98 o
86 81 o
64 168 o
36 9 o
99 179 j
7 145 o
128 104 o
34 114 o
109 34 o
9 158 o
37 159 o
35 88 o
16 136 o
198 77 o
81 162 o
149 6 o
88 134 o
149 62 o
134 142 o
4 131 o
161 48 o
162 26 o
76 151 o
25 102 o
193 194 o
8 76 o
153 27 o
104 155 o
24 65 o
188 138 o
149 39 o
32 79 o
28 196 o
9 47 o
136 59 o
112 143 q
105 91 o
163 91 o
150 101 o
34 141 o
158 174 o
124 90 o
132 4 o
192 124 o
175 8 o
0 10 o
186 169 o
35 45 o
55 98 o
102 17 o
167 109 o
179 48 o
135 51 o
82 169 o
187 130 o
98 62 o
70 149 o
196 144 o
168 21 o
19 66 o
12 185 o
96 58 o
15 14 o
164 57 o
65 150 o
52 49 o
158 93 o
3 18 o
164 154 o
117 39 o
52 152 o
56 128 o
165 140 o
132 189 o
178 157 o
38 199 o
58 170 o
50 171 o
77 97 o
51 1 o
139 12 o
93 147 o
27 35 o
155 118 o
26 69 o
27 45 o
14 37 o
18 27 o
67 100 o
54 187 o
27 122 o
94 47 o
100 96 o
67 30 o
176 114 o
154 50 o
159 3 o
110 140 o
84 3 o
118 13 o
111 40 o
185 160 o
62 6 o
46 67 o
174 147 o
140 24 o
182 149 o
137 117 o
39 15 o
11 191 o
49 42 o
101 89 o
23 46 o
126 29 o
188 44 o
104 118 o
41 133 o
23 90 o
54 177 o
64 164 o
131 129 o
12 68 o
75 142 o
167 60 o
29 146 o
196 11 o
63 80 o
113 105 o
58 198 o
110 193 o
55 182 o
79 26 o
39 38 o

250 300
217 228
166 91 i
23 24 k
241 63 e
101 176 x
121 32 x
204 71 r
243 4 d
173 65 e
29 132 b
119 67 d
159 187 z
16 39 g
197 37 y
102 148 t
132 201 r
23 27 p
114 119 y
110 38 b
204 16 z
238 156 e
124 154 w
86 183 f
2 178 c
45 240 b
181 213 y
248 8 o
124 100 o
122 87 f
101 194 v
151 108 w
223 104 y
247 167 n
24 110 i
185 8 u
199 48 b
59 159 v
133 9 m
42 128 s
177 64 i
15 86 g
127 225 n
91 19 t
149 44 c
69 112 h
237 114 q
104 131 j
116 136 v
52 165 g
147 97 u
148 79 e
56 204 u
201 117 z
134 197 g
222 158 x
173 150 w
76 17 o
177 105 x
37 119 c
63 77 m
73 113 i
142 185 w
223 47 y
226 203 c
213 23 w
226 246 u
212 48 h
39 57 b
235 35 q
233 68 k
181 158 o
192 98 p
163 168 u
105 107 u
148 226 s
84 29 i
61 236 m
11 62 c
94 96 e
0 79 m
92 147 i
170 169 u
30 223 y
58 184 q
29 221 i
152 229 z
107 248 f
128 20 u
167 55 d
106 135 d
113 40 s
120 153 d
8 60 j
77 84 c
105 43 p
204 211 b
77 116 k
22 193 y
43 142 w
70 189 l
249 25 p
151 15 s
84 182 c
73 209 y
5 160 g
182 29 t
234 166 g
72 124 e
92 11 f
245 50 u
216 240 x
245 1 o
39 244 t
192 164 s
166 215 j
33 230 h
191 188 z
1 195 g
99 238 n
110 85 n
69 170 v
227 93 b
237 143 m
247 59 w
141 200 a
246 173 v
139 47 x
141 247 l
189 69 s
100 45 y
124 145 b
145 216 l
28 245 w
190 73 c
133 129 v
57 118 s
22 30 b
160 214 t
146 2 q
57 181 t
21 74 f
31 124 p
38 180 w
119 199 n
199 121 a
234 157 w
33 122 n
75 81 p
152 177 p
170 12 s
49 75 w
35 239 b
143 212 v
142 127 z
249 219 t
34 106 n
193 125 z
193 30 d
178 140 h
194 249 j
111 209 q
160 175 j
168 10 z
198 66 b
102 0 t
179 147 k
146 161 s
126 205 d
152 64 z
73 111 w
49 154 r
106 3 l
192 19 j
147 61 x
70 112 s
60 0 u
50 77 i
118 222 g
53 208 d
105 220 k
63 14 i
215 192 m
12 169 n
123 7 j
25 63 t
115 42 z
236 56 n
31 49 v
60 148 h
61 80 v
117 196 k
106 149 z
78 241 d
99 3 t
110 165 h
202 76 j
5 129 r
44 41 n
177 224 k
126 51 i
131 232 u
130 233 c
169 120 a
124 49 j
169 95 n
134 132 s
52 242 q
27 18 s
120 227 i
124 207 q
41 174 n
161 228 z
175 92 k
48 32 g
107 127 z
138 90 y
200 87 y
118 6 z
83 155 l
8 103 k
152 202 r
114 34 p
117 237 w
71 163 m
240 190 w
65 31 r
227 133 y
82 218 l
203 72 d
249 28 m
217 22 h
249 78 i
192 235 r
9 179 v
46 89 x
182 26 w
224 107 k
130 146 y
237 36 b
231 172 p
116 221 o
125 223 e
103 102 q
54 53 k
159 88 w
174 68 i
80 171 i
153 5 t
81 191 p
121 106 m
131 152 x
25 50 i
3 21 f
42 83 k
121 99 d
187 231 t
141 82 z
165 162 i
174 130 o
144 94 o
35 33 r
113 151 m
107 142 s
180 234 l
62 54 a
169 144 b
81 73 r
44 126 i
226 46 m
34 212 p
24 27 n
193 186 j
176 28 c
26 134 y
42 20 g
246 58 n
20 83 w
231 101 c
110 18 w
240 191 c
125 139 d
22 138 h
87 123 t
155 137 x
4 11 i
18 115 o
207 198 h
73 70 f
103 0 r
226 210 i
149 109 m
239 141 x
213 52 m
172 219 f
109 41 x
144 153 g
28 25 m
175 243 i
33 206 s
45 198 g
132 13 o

300 300
72 124
282 169 w
281 185 w
69 200 w
214 199 w
125 253 w
38 22 w
129 40 w
37 23 w
10 221 w
277 120 w
17 206 w
187 27 w
14 30 w
242 85 w
159 290 w
158 262 w
107 4 w
20 107 w
48 275 w
150 142 w
39 299 w
40 161 w
30 57 w
283 211 w
218 271 w
214 294 w
79 204 w
228 265 w
221 126 w
243 61 w
241 243 w
242 224 w
160 8 w
59 102 w
76 38 w
222 192 w
278 115 w
17 283 w
45 91 w
233 20 w
189 86 w
54 236 w
158 35 w
54 264 w
18 7 w
146 263 w
61 293 w
58 217 w
88 78 w
274 256 w
292 29 w
60 270 w
166 209 w
49 103 w
195 278 w
255 44 w
69 95 w
47 96 w
72 74 a
89 210 w
184 80 w
113 81 w
164 111 w
178 71 w
272 171 w
99 77 w
138 212 w
192 267 w
213 125 w
229 87 w
225 148 w
98 139 w
213 202 w
193 146 w
70 269 w
266 69 w
229 291 w
209 24 w
100 133 w
83 12 w
246 247 w
23 194 w
292 104 w
71 205 w
190 216 w
252 220 w
20 140 w
257 195 w
258 297 w
20 229 w
280 170 w
4 9 w
133 226 w
207 155 w
81 158 w
86 231 w
2 58 w
137 246 w
270 288 w
201 279 w
275 117 w
47 53 w
1 97 w
134 160 w
126 137 w
180 76 w
235 106 w
191 208 w
211 227 w
249 135 w
222 281 w
18 147 w
261 0 w
118 90 w
30 16 w
12 59 w
174 63 w
123 167 w
11 41 w
28 6 w
211 230 w
86 277 w
34 214 w
231 276 w
53 48 w
58 31 w
32 183 w
231 84 w
48 116 w
189 250 w
181 156 w
222 11 w
97 65 w
235 75 w
33 17 w
29 33 w
298 19 w
179 223 w
263 94 w
30 248 w
64 150 w
83 186 w
46 112 w
176 201 w
193 166 w
172 242 w
11 121 w
223 254 w
92 286 w
284 181 w
224 13 w
262 219 w
38 188 w
217 174 w
115 89 w
122 296 w
223 173 w
178 159 w
79 257 w
289 222 w
276 42 w
108 92 w
299 232 w
102 249 w
165 288 w
197 175 w
127 237 w
278 73 w
246 187 w
37 1 w
182 176 w
209 62 w
188 98 w
114 131 w
42 82 w
102 18 w
208 225 w
142 105 w
167 233 w
105 260 w
274 179 w
247 287 w
24 124 w
98 66 w
173 113 w
46 100 w
19 54 w
268 164 w
224 47 w
155 298 w
51 292 w
93 266 w
115 215 w
259 134 w
123 26 w
278 2 w
102 141 w
179 258 w
260 244 w
26 295 w
13 138 w
230 136 w
247 68 w
226 234 w
207 118 w
227 114 w
72 168 a
122 184 w
167 240 w
234 259 w
271 245 w
263 25 w
78 251 w
181 79 w
213 207 w
125 241 w
4 51 w
268 144 w
123 177 w
2 149 w
282 228 w
61 180 w
34 218 w
135 193 w
146 162 w
277 5 w
157 56 a
86 130 w
42 127 w
216 10 w
235 43 w
244 21 w
208 189 w
228 123 w
74 213 w
259 99 w
211 64 w
120 280 w
285 151 w
33 110 w
189 70 w
251 197 w
160 191 w
64 196 w
152 178 w
126 14 w
285 45 w
185 109 w
261 252 w
139 34 w
227 198 w
118 15 w
198 46 w
197 3 w
286 67 w
214 239 w
268 284 w
235 274 w
119 129 w
52 157 k
223 238 w
212 83 w
258 285 w
106 272 w
291 108 w
184 55 w
72 52 w
21 50 w
185 172 w
61 122 w
158 49 w
294 261 w
11 153 w
174 289 w
243 101 w
175 154 w
232 255 w
291 88 w
202 32 w
21 119 w
176 282 w
154 165 w
80 28 w
187 235 w
6 163 w
53 37 w
187 203 w
293 39 w
219 182 w
190 93 w
169 143 w
57 36 w
120 268 w
164 152 w
17 145 w
271 190 w
110 60 w
220 273 w
158 128 w
190 132 w
